Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
e002090d-4e92-300e-b41e-7d1f21dee4c6,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,6176652300,1291.6000000000001,10
fbf6180e-b800-3ebe-b91d-93d0288c400e,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,01301,42.614671,-72.597063,4137730211,774.9599999999999,6
8b58cdd1-3d79-3126-8fe0-da2c54d6805c,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,02124,42.33196,-71.020173,6175062000,645.8,5
37b4d73f-652d-3033-a16e-d97b9e8b4cda,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,9784631000,1808.2400000000005,14
08bcda9c-f8c8-3244-82d4-fc306a7a55d3,BOSTON MEDICAL CENTER CORPORATION-,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,6176388000,129.16,1
4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,BERKSHIRE MEDICAL CENTER INC - 1,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,4134472000,645.8,5
f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,5084815000,387.48,3
c44f361c-2efb-3050-8f97-0354a12e2920,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,5089417000,904.1199999999999,7
331f4c11-d298-308b-aaa1-d7825b29b57f,CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,9783683000,1291.6000000000001,10
b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,5087462000,904.1199999999999,7
b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,9789376000,387.48,3
fd328395-ab1d-35c6-a2d0-d05a9a79cf11,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137489000,387.48,3
d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,7819793000,258.32,2
23834663-ed53-3da9-b330-d6e1ecb8428e,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,5086793131,904.1199999999999,7
a9f20dc1-5147-3789-bcef-bbecb41c5983,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,9786870156,387.48,3
7fb56531-86bd-3e4a-8619-4df9942da309,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,7814533002,1549.9200000000003,12
03347b4d-994e-302b-848b-58019a4e274d,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,9783691400,516.64,4
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,5084731190,1549.9200000000003,12
e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,9786323420,516.64,4
ac8356a5-78f8-3a63-8a1e-59e832fd54e7,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,9787849000,774.9599999999999,6
db0acede-4abe-3c01-8d03-5c68a190d8c7,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,7813408000,129.16,1
3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,6172436000,129.16,1
12c9daf5-a29c-36c9-ac55-28972463e566,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,6176964600,1162.44,9
3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,5087721000,129.16,1
d7b11827-25f2-350b-bcd8-939fc59851b0,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,6177356000,387.48,3
d49e6f3e-feab-38e0-adeb-6d0cc8a92c5e,PCP920,591 N AVE,WAKEFIELD,MA,01880-1648,42.50436,-71.064061,781-224-9884,1033.28,8
dd1f04b3-54cd-3ff0-96e3-a9aec2078301,PCP1444,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,978-346-4450,5295.559999999997,41
7a90ea23-6a9c-3bd0-a62a-a462adbeee60,PCP1742,132 FRONT ST,SCITUATE,MA,02066-1386,42.205062,-70.74297800000001,781-545-1008,4649.7599999999975,36
2e842845-6ec0-3590-8290-0192c1eab1cc,PCP2639,94 PLEASANT ST,ARLINGTON,MA,02476-6535,42.418721999999995,-71.163912,781-643-1266,4649.7599999999975,36
59a4b308-6863-3bf6-8ef8-0e0f62d6b04e,PCP3075,709 PLAIN ST,MARSHFIELD,MA,02050-2105,42.115139,-70.71033100000001,781-794-2200,5683.039999999996,44
6ae741a1-f01a-398e-86f6-ec5fb6c32f14,PCP4675,20 TREMONT ST,DUXBURY,MA,02332-5315,42.044307,-70.70604499999999,781-934-0953,904.1199999999999,7
52cfd6b1-bb25-3447-a32a-3cbb0a7afd79,PCP5813,162 WESTBORO RD,UPTON,MA,01568-1004,42.176526,-71.603588,508-603-1455,6587.159999999995,51
b81634a5-8d6e-3c8c-b788-a67ecd021995,PCP7358,355 S MAIN ST,SHARON,MA,02067-1852,42.108463,-71.185182,781-784-5481,2970.6799999999994,23
973e7384-d05b-32ad-a8cc-c39191ee9150,PCP7483,152 N ST,PITTSFILED,MA,01201,42.452045,-73.26054,413-443-8480,7232.959999999995,56
32b532e1-9438-3b9d-984b-207c8ffcdf9c,PCP8453,80 WASHINGTON ST,NORWELL,MA,02061-1747,42.164569,-70.818844,781-421-3352,4133.119999999998,32
6ba56742-6822-3d8f-8c97-e4bfed99b9d4,PCP11655,130 COLLEGE ST,SOUTH HADLEY,MA,01075-1493,42.256208,-72.58103,413-813-7021,3874.7999999999984,30
0aa388c5-cfe9-3563-945a-05aa2bcf1cfc,PCP13934,45 STERLING ST,WEST BOYLSTON,MA,01583-1268,42.369417,-71.785036,774-535-2947,7103.799999999995,55
e1702515-3333-3828-970b-e6c58ddc553e,PCP16497,75 BOSTON POST RD,WAYLAND,MA,01778-2406,42.360427,-71.361099,508-358-5659,4908.079999999997,38
1aff39b8-795f-3b7f-ba33-72648f3fa068,PCP16544,6 HASCALL ST,SHREWSBURY,MA,01545-2904,42.284766999999995,-71.714228,508-845-2778,3099.8399999999992,24
c0916a22-b437-360d-840c-1b96a2411abd,PCP17172,945 BEDFORD ST,ABINGTON,MA,02351-1202,42.119966999999995,-70.957211,781-878-2340,7232.959999999995,56
1307d755-a511-3b02-89e2-964bd16d21d8,PCP17874,466 MAIN ST,GREENFIELD,MA,01301-3316,42.614671,-72.597063,413-772-5828,8266.239999999994,64
5519120c-af24-3f39-bb6c-b7fc0b50c8e6,PCP22063,630 S MAIN ST,LANESBOROUGH,MA,01237-9726,42.535857,-73.24113299999999,413-236-0995,4649.7599999999975,36
dbaac6b3-04b6-3d4b-a020-b5e0f29d6729,PCP27084,101 ADAMS ST,QUINCY,MA,02169-2022,42.261006,-71.008988,617-291-1436,7491.279999999994,58
f88d7c22-fecc-3317-b441-f86e8e17fd90,NEEDHAM PODIATRY P.C.,145 ROSEMARY ST,NEEDHAM,MA,02494-3259,42.281593,-71.242414,781-444-1129,6716.319999999995,52
9f515520-f81b-33a1-9492-7ba53054804d,PCP32797,30 POND ST,WALTHAM,MA,02451-4514,42.388921,-71.24226800000001,617-460-5718,1679.0800000000004,13
23ae9af5-8904-3b84-9ce1-61b0c59646c2,PCP33126,3193 CRANBERRY HWY,E WAREHAM,MA,02538-4707,41.793699,-70.638745,508-759-3843,5812.199999999996,45
3b08dd3a-8d88-35f4-a706-a363e4d84ee3,PCP33687,24 S PROSPECT ST,AMHERST,MA,01002-2293,42.363534,-72.50729100000001,413-772-9447,6845.479999999995,53
3fc0df86-10e3-3e02-9014-c8123ec39886,PCP34951,2016 OCEAN ST,MARSHFIELD,MA,02050-3100,42.115139,-70.71033100000001,781-834-0390,8007.919999999994,62
efb7289e-5b25-3eb1-a837-584a5dd5f5b8,PCP35956,53 LAUREL RD,WESTON,MA,02493-1610,42.360502000000004,-71.303433,781-893-4032,8912.039999999994,69
cd1de71e-98d1-3cba-8fd2-2b20331ff03f,PCP37542,589 DARTMOUTH ST,S DARTMOUTH,MA,02748-2516,41.661303,-70.937913,508-997-5636,3745.6399999999985,29
e3ed789e-462f-3e75-9852-0aaad71aee63,PCP38234,340 MAPLE ST,MARLBOROUGH,MA,01752-3200,42.349616999999995,-71.547214,508-481-1133,6716.319999999995,52
945768aa-2200-3476-b042-993a9df74c65,BACK TO YOU PHYSICAL THERAPY AND SPORTS MEDICINE INC.,19 N MAIN ST,SHERBORN,MA,01770-1546,42.231947,-71.372963,617-571-7323,10720.279999999992,83
8aec004c-adcc-3253-9ed4-a4adf4370e0c,PCP55514,2 OAK ST,MASHPEE,MA,02649-7137,41.617622999999995,-70.492713,508-539-0221,5037.239999999997,39
d41e1d92-ef22-3a5d-abdd-266e5162a9e3,PCP55904,133 FALMOUTH RD,MASHPEE,MA,02649-2611,41.617622999999995,-70.492713,508-648-8297,4908.079999999997,38
4b4d5880-b0ad-3246-9804-078e99f5bfa8,CHARIS CENTER SOUTH  INC.,6 PLYMPTON ST,MIDDLEBORO,MA,02346-1602,41.894223,-70.925689,508-947-1901,4391.439999999998,34
b56ad562-aed6-36d1-8595-637731280381,PCP57538,1289 MASS AVE,ARLINGTON,MA,02476-4109,42.418721999999995,-71.163912,781-646-1277,2712.3599999999997,21
825c9254-2ca4-335c-8abf-b33dc19e796c,PCP63533,6 BARTLETT RD,WINTHROP,MA,02152-2913,42.375541,-70.970646,617-846-3502,6457.999999999995,50
669ed757-88f1-3986-b55b-b49e1964e0e7,NIELSEN EYE CENTER  INC.,300 CONGRESS ST,QUINCY,MA,02169-0907,42.261006,-71.008988,617-471-5665,3616.4799999999987,28
6fadab74-5f38-3f14-ad60-9617dab64c08,PCP67478,63 PLEASANT ST,WATERTOWN,MA,02472-2386,42.369451,-71.177925,617-591-9200,3616.4799999999987,28
b4ee442b-fc35-30bc-8be0-0a62c5d7640c,PCP72216,69 SUMMER ST,HAVERHILL,MA,01830-5855,42.782945,-71.087436,978-835-8497,6587.159999999995,51
f9feb224-da71-34f8-a37b-cbaca51ee431,COMFORT VISION INC,221 QUINCY AVE B,QUINCY,MA,02169-6754,42.261006,-71.008988,617-657-0205,11236.919999999991,87
b7367199-f783-3a8d-8227-f38a2ec18d06,PCP80689,19 WHEELOCK ST,SHREWSBURY,MA,01545-1834,42.284766999999995,-71.714228,508-845-6510,8395.399999999994,65
0507f525-c041-34d0-b731-f39f2b7239c0,PCP83022,32 E NORTHFIELD RD,NORTHFIELD,MA,01360-9668,42.677091,-72.453876,413-773-0009,5424.719999999997,42
cec2cd99-6c3d-3286-b692-33adf5f01285,MONTAGUE PSYCHOLOGICAL ASSOCIATES,356 MONTAGUE CITY RD,TURNERS FALLS,MA,01376-1830,42.597445,-72.555278,413-774-2981,4520.599999999998,35
8ce019bb-db8d-3daa-93a0-491e9c629686,PCP86509,1 HAWTHORNE PL,BOSTON,MA,02114-2333,42.338551,-71.018253,,4262.279999999998,33
06cd49bd-8db3-3e14-b628-d3045e2509f7,PCP99786,51 UNION ST,EASTHAMPTON,MA,01027-1446,42.265435,-72.670813,,3099.8399999999992,24
9e22996b-ab3f-3d99-9f9d-6659ae260966,ASSOCIATES IN DERMATOLOGY LLC,311 ARSENAL ST,WATERTOWN,MA,02472-2783,42.369451,-71.177925,617-923-8433,6845.479999999995,53
04bf2908-8de0-3839-b762-90b687fb2ea1,MIDDLESEX GASTROENTEROLGY  PC,45 B DISCOVERY WAY,ACTON,MA,01720-4482,42.483953,-71.43849499999999,978-429-2010,14078.439999999988,109
99157068-4f0d-3906-8723-d8b7fda349f5,PCP107381,1533 LAKEVIEW AVE,DRACUT,MA,01826-3324,42.679722999999996,-71.30068,,4520.599999999998,35
2159decf-77f0-31ca-bb51-a9b2b5db45ff,PCP111016,370 OAK ST,BROCKTON,MA,02301-1303,42.082543,-71.024638,,4133.119999999998,32
20035438-faf9-3434-b171-8bf6dd712735,PCP117478,1234 BROADWAY,SOMERVILLE,MA,02144-1703,42.390445,-71.101033,617-666-4321,4133.119999999998,32
e4ce327e-73b3-30c2-92b2-438a69bc39e5,PCP122118,919 MAIN ST,WILBRAHAM,MA,01095-2647,42.126883,-72.430952,,4520.599999999998,35
eb845316-3e54-3171-a63c-4a2447128b67,TRICIA VORDERSTRASSE MD PC,725 TIMPANY BLVD,GARDNER,MA,01440-3453,42.584206,-71.988737,978-632-81005,6974.639999999995,54
0edf8992-5b46-399e-b893-bad48709e8ca,PCP127006,158 BRIDGE RD D,SALISBURY,MA,01952-2446,42.844794,-70.841499,,6845.479999999995,53
f6e2a178-26e1-36d1-85bc-70f1bb5cdc21,PCP129291,1 WASHINGTON ST,WELLESLEY HILLS,MA,02481-1706,42.30539,-71.28366899999997,,8007.919999999994,62
a7d76183-97c6-3804-93aa-7919103d1c6c,BOSTON VISION WORKS INC,335 MAIN ST,SAUGUS,MA,01906-3143,42.468432,-71.01394599999999,,258.32,2
01432835-fec2-3de6-b22a-540221c97385,PCP135318,133 MAIN ST,NORTH READING,MA,01864-5002,42.578222,-71.084398,,4133.119999999998,32
33594411-999d-33ce-a276-829417743cd4,THRIVE COUNSELING LLC,5 E MAIN ST,WESTBOROUGH,MA,01581-1444,42.268426,-71.613309,774-377-4939,4003.959999999998,31
060d4631-3566-3d04-9205-2827b0f87c2e,PCP144782,111 EVERETT AVE,CHELSEA,MA,02150-2380,42.396824,-71.031348,,3874.7999999999984,30
2f91d3ab-a14c-391f-8a39-dc157293d5ac,PCP148878,1223 THORNDIKE ST,PALMER,MA,01069-1564,42.187794,-72.30846899999997,,4003.959999999998,31
150d4bec-d11c-3014-8818-45127743725d,PCP155636,69 BAYVIEW AVE,BERKLEY,MA,02779-1924,41.838060999999996,-71.07761500000001,,9041.199999999993,70
9dbb19cc-ead3-3b8c-9a02-430632d7dade,ORTHOPEDIC AND SPORTS PHYSICAL THERAPY  LLP,161 COLLEGE AVE,MEDFORD,MA,02155-5528,42.423844,-71.10923100000001,617-627-5102,6587.159999999995,51
80ed1ec8-3bf9-3f5a-aabc-8ecffba19d95,PCP169421,490 CHAPMAN ST,CANTON,MA,02021-2039,42.175737,-71.125385,,12528.51999999999,97
901f771f-9dba-365d-a393-ed2766e4d66f,WESTFORD DERMATOLOGY AND COSMETIC CENTER LLC,506 GROTON RD,WESTFORD,MA,01886-6326,42.585541,-71.44025,978-399-0061,5553.8799999999965,43
f02902d7-aafe-3630-9022-988251e1e390,PCP178844,211 MORRISON AVE,SOMERVILLE,MA,02144-2017,42.390445,-71.101033,617-628-7155,7491.279999999994,58
5c2ac6f1-d8fa-33b4-a83d-968bd256e9c8,MASSACHUSETTS EYE ASSOCIATES PC,19 VILLAGE SQUARE,CHELMSFORD,MA,01824-2712,42.597055,-71.3697,978-454-7701,5812.199999999996,45
bce310c4-5b58-330c-85ab-36faa54c2d0c,PCP205637,200 WALNUT ST,SAUGUS,MA,01906-1158,42.468432,-71.01394599999999,,3228.999999999999,25
478961ba-31a9-39eb-9d91-1a035372c1bb,GLOBAL CARE MEDICAL GROUP PC,600 CLARK RD,TEWKSBURY,MA,01876-1699,42.612088,-71.227845,978-453-8261,5812.199999999996,45
2aa968f9-f021-32c3-8a11-2ad46896cdf3,MILTON CARDIAC TESTING  P.C.,92 HIGHLAND ST,MILTON,MA,02186-3800,42.241557,-71.082432,617-696-4600,3616.4799999999987,28
a80d12b0-8231-3a46-892d-97bb7d64c188,CARING HEALTH CENTER  INC,532 SUMNER AVE,SPRINGFIELD,MA,01108-2458,42.115454,-72.539978,413-739-1100,6328.839999999996,49
15019426-277a-30bd-9d48-3dde152fe519,HOPEDALE CARDIOVASCULAR ASSOCIATES  LLC,236 MILFORD ST,UPTON,MA,01568-1309,42.176526,-71.603588,508-473-1015,4003.959999999998,31
fb692b45-4246-3574-84cb-7d636ae3aa2e,PHYSICIANS OF NORTH WORCESTER COUNTY,201 HIGHLAND ST,CLINTON,MA,01510-1037,42.411887,-71.690005,978-368-3870,7620.439999999994,59
5342f6b7-4ddb-3ca5-a12d-e4f4516a74af,PCP230103,1029 PLEASANT ST,BRIDGEWATER,MA,02324-2301,41.972376000000004,-70.978773,,4778.919999999997,37
76a80350-916e-3fc9-8fed-2c8c4b36c42f,NORTH SUFFOLK MENTAL HEALTH ASSOCIATION  INC.,301 BROADWAY,CHELSEA,MA,02150-2807,42.396824,-71.031348,617-912-7900,7620.439999999994,59
b722fd9b-6e71-3f88-8961-768ac0272365,PCP238050,1234 HYDE PARK AVE,HYDE PARK,MA,02136-2819,42.33196,-71.020173,617-413-6618,5295.559999999997,41
395a9f52-1f2d-35cd-8cfe-35e2771f8921,PCP248432,567 CENTRAL ST,BOYLSTON,MA,01505-1523,42.355049,-71.716157,508-335-2452,9557.839999999993,74
ee57b11d-a539-35a1-afab-d5e283f1e465,VHM SERVICES INC,969 MAIN ST,MILLIS,MA,02054-1555,42.173103000000005,-71.36375600000001,508-376-1125,10461.959999999992,81
18362426-1324-35e6-a226-adccb56a7a36,PCP258407,98 S MAIN ST,MIDDLEBOROUGH,MA,02346-2123,41.878004,-70.86926700000001,508-947-2155,5037.239999999997,39
337c1f83-2105-36df-9958-24ecec7231a7,ADVANCED AUDIOLOGY ASSOCIATES INC,1586 MAIN ST,EAST DENNIS,MA,02641,41.735496999999995,-70.157388,508-385-5222,4003.959999999998,31
cf88b91e-c0b2-3f7c-9a63-dd586130f34f,MASSACHUSETTS ACUTE CARE SPECIALISTS PC,140 LINCOLN AVE,HAVERHILL,MA,01830-6700,42.782945,-71.087436,978-374-2000,4133.119999999998,32
d65460f9-42a7-3db9-a454-e9771027f81f,ELIOT COMMUNITY HUMAN SERVICES  INC.,173 CHELSEA ST,EVERETT,MA,02149-4632,42.405938,-71.054649,781-388-6200,1679.0800000000004,13
f47d17c6-4c84-3dbd-be8f-30d3c2fc1f0a,MASSACHUSETTS EYE AND EAR ASSOCIATES  INC,2000 WASHINGTON ST,NEWTON,MA,02462-1628,42.331876,-71.208402,617-630-1699,4133.119999999998,32
87e91af3-298c-3da6-863e-4fa1599b2aa5,HALLMARK HEALTH SYSTEM INC,101 MAIN ST,MEDFORD,MA,02155-4530,42.423844,-71.10923100000001,781-338-7277,5941.359999999996,46
45bc0574-077f-30c7-a450-7f06151d7518,URGENT CARE MEDICAL ASSOCIATES  LLC,211 UNIVERSITY AVE,WESTWOOD,MA,02090-2333,42.219645,-71.216768,781-776-4094,5166.399999999997,40
82fd9926-682f-3b4e-90e7-609a67b0a682,HALLMARK HEALTH MEDICAL ASSOCIATES INC,51 MONTVALE AVE,STONEHAM,MA,02180-2417,42.474208000000004,-71.097665,781-213-5200,5683.039999999996,44
c19b0022-634c-3648-a0d8-ab698ecce5c9,HIGH POINT TREATMENT CENTER INC.,2 SCHOOL ST,PLYMOUTH,MA,02360-3964,41.897892,-70.62403,508-830-1234,4520.599999999998,35
7bdd7bd6-d521-3b19-81b6-ce2ed80d9e74,SIGNATURE HEALTHCARE MEDICAL GROUP INC,360 BROCKTON AVE,ABINGTON,MA,02351-2186,42.119966999999995,-70.957211,781-878-1700,3616.4799999999987,28
4ecbf41e-9d8f-3aeb-9b4d-6625c2ff5918,STEWARD MEDICAL GROUP  INC,1 COMPASS WAY,EAST BRIDGEWATER,MA,02333-1466,42.037278,-70.94045899999999,508-350-2225,4003.959999999998,31
34620b09-e72f-33e1-bf2c-0190724aa099,UMASS MEMORIAL MEDICAL GROUP  INC.,50 LEOMINSTER RD,STERLING,MA,01564-2146,42.447924,-71.776045,978-422-5082,7103.799999999995,55
aa383493-9e47-3436-a1d1-f8e5a2d70da3,HARRINGTON PHYSICIAN SERVICES INC,78 SUTTON AVE,OXFORD,MA,01540-1813,42.12826,-71.8671,508-499-1760,9170.359999999993,71
dfa4e71c-6548-3fc2-bcc7-d3308d9de08b,MINUTECLINIC DIAGNOSTIC OF MASSACHUSETTS  LLC,19 SUMMER ST,BRIDGEWATER,MA,02324-2630,41.972376000000004,-70.978773,866-389-2727,5553.8799999999965,43
b8e926d3-93fe-3118-ae14-604751bfa993,MEDICAL CARE OF BOSTON MANAGEMENT CORPORATION,1000 BROADWAY,CHELSEA,MA,02150-2247,42.396824,-71.031348,617-660-6700,3099.8399999999992,24
ead75f52-c895-3806-a1ba-e388cd3505ec,TOTAL WELLNESS CENTERS  LLC,170 MAIN ST,TEWKSBURY,MA,01876-1765,42.612088,-71.227845,781-348-9041,4133.119999999998,32
19e35a1e-429b-33c4-a0da-aff96116489b,SOUND PHYSICIANS OF MASSACHUSETTS II PC,235 N PEARL ST,BROCKTON,MA,02301-1794,42.082543,-71.024638,508-427-3000,7620.439999999994,59
657f09a4-1681-3ee1-8941-dc998855f914,MINUTECLINIC DIAGNOSTIC OF MASSACHUSETTS  LLC,1620 PRESIDENT AVE,FALL RIVER,MA,02720-7148,41.725351,-71.094162,866-389-2727,12011.87999999999,93
94513274-b2d9-36a4-9582-47b58368179e,STEWARD MEDICAL GROUP  INC,2110 DORCHESTER AVE,DORCHESTER CENTER,MA,02124-5628,42.33196,-71.020173,617-296-0456,4778.919999999997,37
aee9e5c4-d841-3623-90c2-9e2129fca0dc,HALLMARK HEALTH MEDICAL ASSOCIATES INC,52 CREST AVE,WINTHROP,MA,02152-1058,42.375541,-70.970646,617-846-8622,4133.119999999998,32
774cf784-d6c2-32b4-a63f-9a5b95a7b834,REMOTE NEUROMONITORING PHYSICIANS PC,119 SUMMIT AVE,WINTHROP,MA,02152-1037,42.375541,-70.970646,800-348-4565,8782.879999999994,68
51bb2e70-5f42-3642-b219-c0345a1b8d73,PCP348413,4 VIRGINIA LANE,STONEHAM,MA,02180,42.474208000000004,-71.097665,,4391.439999999998,34
390548a3-ed68-3642-af72-9d51cac41825,STEWARD MEDICAL GROUP  INC,2110 DORCHESTER AVE,DORCHESTER CENTER,MA,02124-5628,42.33196,-71.020173,617-506-4740,7620.439999999994,59
d0a52c1a-9a89-3598-b2b8-f02097e91263,BERKSHIRE FACULTY SERVICES INC,71 HOSPITAL AVE,NORTH ADAMS,MA,01247-2504,42.675551,-73.11810899999999,413-663-3400,2324.88,18
